Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Distance,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Class
19.6502,9.5579,2.3502,0.5982,0.3192,24.3778,9.1392,4.8182,27.1728,230.51,R,S,V,IMJ3S1TX0S,2CVI5,g
68.1948,34.0673,2.8782,0.3879999999999999,0.1853,-38.5483,-63.0794,-19.1501,24.7067,318.6437,U,Y,V,3WAV6MKPFF,YWHA9,h
71.828,25.1169,3.2619,0.1762,0.0933,33.4948,73.5989,-22.1722,5.3892,238.194,Y,R,Y,WYOOQH8E1B,WR7PA,g
112.173,20.9418,2.6107,0.3235,0.1728,71.251,105.051,-13.9673,13.0126,281.1,V,Q,X,TMPNIUL9PZ,HWPDZ,g
24.5359,11.5548,2.5729,0.4973,0.3142,4.9222,20.2753,10.404000000000002,66.8673,219.649,S,U,T,2D3E7H5SX0,ULU9V,h
40.0652,21.3799,2.9811,0.2851,0.1655,18.9428,26.5156,16.5628,18.0501,213.502,W,T,W,RY6KYIPPAW,KQGWN,g
34.4997,21.8785,2.9731,0.2394,0.125,18.066,24.7518,12.8875,22.8615,151.092,X,T,W,BC6FWIVA6I,1UHQS,g
170.6361,114.7415,3.5196,0.1698,0.0841,-89.7788,87.5462,-73.4921,84.1197,352.8747,Y,Z,T,28SPJ960RT,M75MC,h
163.6451,89.6054,3.5191,0.1043,0.0219,-74.0803,-132.0003,-84.6088,86.1336,114.9204,Z,Z,T,LN31HP0TAB,B7QQW,h
110.16,29.4264,3.5472,0.2164,0.1266,-64.7965,-47.5564,15.8038,1.5291,356.13300000000004,X,Y,Z,TTD6MM3SF8,YYMUM,g
17.7523,11.0199,2.4564,0.6993,0.3829,-9.6175,16.1649,3.5628,7.7447,145.61700000000002,Q,W,X,M5POKO6SN8,OURHE,h
29.9448,10.7167,2.4338,0.5562,0.3223,36.6631,-7.77,-7.6601,79.77199999999999,185.495,R,R,T,6O3FG6VMTF,585QC,h
90.9977,24.6528,3.1348,0.2309,0.1375,6.6861,64.3091,-21.9481,0.1023,368.258,X,U,Z,CBRY7ZNHLL,1YB7L,g
94.2137,34.1015,3.8824,0.1276,0.0775,-64.6807,73.5551,16.406,1.2801,265.757,Z,Y,Z,T9UDD0CPR8,0FWGR,g
22.7327,9.3162,2.3284,0.6244,0.3639,22.8798,18.7337,-11.2028,36.461,204.182,R,S,V,HRPKDU0JAP,5XDU6,g
20.5893,4.4121,1.9468,0.747,0.3685,26.8523,9.2431,7.435,51.5765,35.1912,Q,S,U,T3NPWQ3CIG,CBB1P,h
21.0102,12.7452,2.3314,0.4289,0.2261,15.7651,9.423,8.9805,2.0958,165.64,T,T,Z,6IKZ8X9KXF,TG4H2,g
36.0474,9.6582,2.5993,0.4478,0.2553,10.7562,-27.961,10.5147,18.862,87.9567,T,U,W,CWM2R95XUN,JL54L,g
12.6846,11.7208,2.1055,0.7137,0.3725,-15.4833,7.3755,11.1393,4.176,200.477,Q,X,Y,IDY2XV7N9M,RJJ4N,g
30.5382,17.6138,2.8742,0.3086,0.1917,15.3186,22.8295,-5.3469,13.5528,169.44799999999998,V,T,W,5L7AAD81WD,M8EJF,g
39.9736,26.9678,3.4241,0.212,0.1094,-6.3292,26.8147,-20.5765,9.6193,174.99200000000002,Y,W,X,C7GIWLE09L,2HSGN,g
63.4209,26.9573,3.0955,0.2063,0.1152,46.6222,57.7187,-20.1627,0.782,280.301,Y,R,Z,9LPFV03N14,HTQU3,g
25.287,22.695,2.705,0.2978,0.1568,-4.1659,-17.8034,17.4908,1.151,154.61,W,W,Z,HN3GPH2STX,OPOK6,g
30.8618,18.3281,2.8627,0.3731,0.2476,11.5443,29.4609,-14.611,23.1046,93.6596,U,U,W,Z5X9W3ZDSU,UI5LU,g
19.1141,12.2076,2.4676,0.5554,0.3186,-3.8694,10.6297,10.5675,48.2306,177.912,R,W,U,YNZW03206Q,1R7KC,h
60.8494,14.083,2.7734,0.3555,0.2064,59.1058,58.7475,-8.632,0.294,167.112,U,Q,Z,HALBS43NKB,APYUU,g
37.7361,9.6408,2.7889,0.4309,0.2171,-43.5298,-5.5258,-3.052,1.7976,218.111,T,Y,Z,DBD79TEIHT,H5MP0,h
74.9967,21.5708,3.3613,0.2263,0.119,-70.0755,68.1114,-14.5231,2.154,260.536,X,Y,Z,7J9Z6SS1T1,E9ZKV,g
25.0966,9.6939,2.5885,0.6108,0.4682,26.6969,14.9191,-6.1255,30.7288,117.6345,R,S,V,VIRXQ71CWV,T9IG2,h
15.007,4.7531,2.522,0.7487,0.3878,6.4595,9.4003,2.6168,10.7143,214.3538,Q,U,X,CUDXQAOVPO,UYQ0L,h
43.8728,19.0744,2.8817,0.3229999999999999,0.1832,-56.0637,13.1093,-14.8955,6.3685,272.11400000000003,V,Y,Y,R8ULZ1JJVD,44NYZ,g
106.1958,58.8445,3.4895,0.1736,0.0889,81.8109,47.0791,48.2203,60.8307,93.3092,Y,Q,U,MDZSZ1OULY,6ZDDR,h
24.3597,9.7699,2.5781,0.6209,0.3554,25.3583,21.8366,-5.5364,82.8383,44.0299,R,S,T,6GV0RRL4PX,TNEMB,h
69.8921,18.9497,2.8283,0.294,0.1656,-120.499,58.4752,-9.0489,4.442,260.136,W,Z,Y,IBVE5UKDKK,VIICO,g
12.4763,11.9939,2.1889,0.6861,0.3592,16.4756,-10.0179,-8.6522,45.626000000000005,150.341,Q,T,U,M6091KDQAH,52NZL,g
107.858,39.9186,3.9914,0.1273,0.0678,-70.5417,67.5005,13.2157,0.0791,350.842,Z,Z,Z,G5VU3B4H4I,258ZC,g
178.856,83.4298,3.5877,0.1799,0.1009,174.53,119.454,-32.9901,85.7578,320.93,Y,Q,T,08JB81E0LD,6MYBF,h
23.697,18.1577,2.6556,0.4486,0.2464,9.0056,19.2028,15.5807,32.725,126.365,T,U,V,5QK0Q4JIF5,BZS4F,g
58.4723,17.7199,2.9547,0.2542,0.1504,62.9969,34.5543,16.2131,42.133,256.874,X,Q,U,1FD6YNVTOE,O8C8D,h
81.5117,32.0933,2.8624,0.2306,0.127,-132.54,60.8005,22.7588,7.5361,197.819,X,Z,X,5YW8X1O9YB,4Y26J,g
32.4786,20.6876,2.9112,0.3387,0.1945,-1.4313,-16.8125,7.79,5.956,176.953,V,V,Y,CIX85NV6YD,49RLB,g
50.3888,18.1494,2.642,0.3056,0.1676,0.7236,-19.0636,4.0448,4.4298,131.81,V,V,Y,PA6489AOON,YREFC,g
35.0826,11.6809,2.7016,0.4115,0.2495,20.2943,27.6659,5.0863,4.466,260.512,T,S,Y,O8ETEIN9H5,UTJWN,g
19.7981,7.0834,2.1569,0.7944,0.4146,20.982,13.101,-4.7307,0.623,203.47,Q,S,Z,608GN2P3HI,B7WI8,g
18.7017,9.7132,2.3304,0.6402,0.4136,-19.5508,-13.869000000000002,-3.7129,0.8576,188.3,R,X,Z,UD6V828CF8,GMCOI,g
52.735,12.6817,2.6561,0.5563,0.3609,-64.5213,32.0105,11.6103,8.9282,277.766,R,Y,X,DVK2FBDUJE,VKP4F,g
17.1269,11.008,2.4518,0.6148,0.3304,3.5181,-8.5602,-6.4379,10.545,108.33,R,V,X,4TJERB9HLO,RG5H8,g
56.1108,14.0184,2.6830000000000003,0.2759,0.1483,30.6301,38.2846,5.4708,6.051,257.464,W,R,Y,8T1RH95D9C,T4OS8,g
99.891,14.8068,2.6335,0.3558,0.1919,-63.8908,-85.4995,-6.6387,11.9106,45.2178,U,Y,X,BYP9LIJGPD,0VVQX,h
140.642,22.8156,2.8231,0.4778,0.3403,-115.493,-69.3793,15.8156,0.8590000000000001,225.635,S,Z,Z,Z2QN0LULIW,J6SMQ,h
25.0793,18.8493,2.4216,0.4356,0.233,-19.1632,-17.3796,-15.7077,42.506,138.94899999999998,T,X,U,O61S18XQGB,GATG4,g
12.863,11.419,2.0434,0.733,0.4027,15.1002,-7.4255,10.8121,17.031,223.366,Q,T,W,VTETVILOJ7,3G0D1,g
18.4475,11.7563,2.4074,0.5714,0.4051,-0.0948,-6.5384,11.397,69.2291,219.394,R,V,T,ADHEA953PX,2HYXX,g
58.7548,13.396,2.5359,0.425,0.2722,-79.1905,38.5619,7.4865,4.992,283.17,T,Z,Y,2K9ZUOYS6I,BOAM2,g
92.406,25.3394,3.1279,0.2264,0.1277,-53.7677,61.4713,-18.8075,8.6244,308.91900000000004,X,Y,X,5PPPUQGCHU,D9AVP,g
62.9978,39.3379,2.9009,0.4187,0.2309,-50.0145,-33.3566,-18.3305,19.8975,300.4438,T,Y,W,3DV5GOJA20,8E6U4,h
89.3906,33.2987,3.814,0.1277,0.0647,48.0268,84.0162,-3.7727,2.6602,204.091,Z,Q,Z,E8MNHQ25WV,G323O,g
88.8685,35.2379,3.8589,0.1438,0.0745,-53.3806,84.1881,-12.8327,1.445,307.66900000000004,Z,Y,Z,WTUXBIP23W,2L08W,g
120.543,52.7537,3.1739,0.2003,0.1089,-73.9918,-95.0681,30.8137,10.041,247.349,Y,Z,X,XYQ302XVI0,VBFRP,h
38.8415,15.7343,2.8024,0.3105,0.1647,4.6413,28.2858,9.3752,0.4595,191.74400000000003,V,U,Z,RL8HFIYGTG,JP878,g
87.03299999999999,28.1723,3.1422,0.2818,0.1568,-5.324,75.9449,-24.7553,1.3845,335.667,W,W,Z,MLAENHRU6A,3AIR0,g
123.3622,79.1588,3.8216,0.1082,0.0573,-13.2319,-61.0842,-49.8899,76.612,306.1689,Z,W,T,SQN1FJJNV5,LJ0NE,h
20.8593,6.8126,2.1255,0.764,0.4532,20.6066,14.8941,5.9851,63.211000000000006,119.043,Q,S,U,0FODH6BI0F,LYPA0,g
82.7868,30.0257,3.23,0.2311,0.1408,-7.6862,52.992,-18.000999999999998,24.9283,333.9209,X,W,V,NOUZOVXUI7,EV4Q6,h
24.3173,14.045,2.3493,0.5011,0.2975,16.6193,14.1096,-11.5188,2.0464,175.21200000000002,S,T,Z,DJ5YXK1X5N,8VBES,g
25.1307,10.8997,2.5045,0.5039,0.2645,3.0304,21.976,-7.422999999999999,1.668,139.472,S,V,Z,UIFXP9CPHP,D5GK2,g
86.7133,32.065,3.9639,0.1275,0.0657,-85.4238,68.7195,-15.8098,0.6696,254.693,Z,Z,Z,W3MZZVOW3R,OERJ6,g
175.304,71.4598,3.882,0.0694,0.0438,-262.619,-160.178,-68.0666,38.8804,204.008,Z,Z,V,82L85PCMDZ,2DOA5,h
23.7562,15.4405,2.6048,0.4298,0.2646,-18.1515,-10.8795,7.6493,24.237,250.624,T,X,V,AEGDLUJMEP,Q5TKH,g
29.2277,22.3943,2.8503,0.3035,0.1546,11.9367,21.8996,-19.204,17.3452,164.08900000000003,W,U,W,MPSHWI1LDY,1VWJX,g
53.423,9.3966,2.9402,0.3624,0.1822,17.2184,35.4342,-8.7038,59.8563,237.4342,U,T,U,B1S4NJ5XVX,OKHMH,h
26.6249,22.9799,2.7143,0.3282,0.2037,-8.1057,-18.3996,11.5057,8.869,17.8827,V,W,X,BEUAM8S4V2,OLIO2,g
34.8894,25.6879,2.8889,0.3055,0.2084,9.5518,40.5478,-21.3362,17.2847,182.3265,V,U,W,DIUT1ZPSYQ,2GSCO,h
87.7847,22.4011,2.9829,0.2985,0.1586,-89.7125,-44.7121,-8.9452,2.0092,368.684,W,Z,Z,U6WYC7UUSI,ZQLI0,g
24.1417,13.0809,2.7182,0.3339,0.1528,-45.9107,-15.5629,-4.0028,84.9921,122.1317,V,Y,T,HXAP5F43GT,LK5H4,h
81.3469,35.5186,3.6737,0.1609,0.0949,-42.1404,75.4045,-8.727,0.5820000000000001,318.193,Z,Y,Z,SKTDNGFC6B,9WAEM,g
62.8886,14.5019,3.1114,0.2274,0.0718,-19.8567,-52.1132,8.0932,44.3394,36.6503,X,X,U,JZ4A6H30XS,N1S3F,h
297.1239,111.0237,4.0798,0.0928,0.0429,-291.9184,-269.2064,87.1154,41.3357,232.9571,Z,Z,U,WKAGNRLUCQ,MH0TK,h
21.5607,13.0366,2.6552,0.5556,0.3774,-10.4745,-8.0702,3.0107,7.6756,107.6525,R,W,X,JUVQLERXHD,70SHV,h
79.2728,14.843,2.6618,0.2723,0.1383,87.9695,76.2804,-11.1655,12.424,248.13,W,Q,X,A54WKUAA2X,V3S1R,g
79.7263,29.3006,3.6658,0.1524,0.0776,75.5107,81.7969,18.1684,2.4487,183.294,Z,Q,Z,XXE4HJ4O6L,W3ZPL,g
125.8656,27.6203,3.3544,0.2132,0.1239,-73.5611,75.093,13.7339,18.2276,264.7772,X,Z,W,HPK32ECKA9,OWDC7,h
21.945,12.6578,2.3608,0.5011,0.281,1.9222,-11.4212,6.83,59.558,105.966,S,V,U,OAK06DNK6N,SHFLE,g
104.741,95.317,3.6857,0.0738,0.0389,68.3852,-60.2539,28.4614,72.0421,325.475,Z,Q,T,KK002HWWRX,UHTND,h
39.7253,18.2909,2.7476,0.3771,0.243,-34.8754,-19.2068,-13.711,6.3241,109.0673,U,Y,Y,2S5F0LTBCK,I8O4F,h
59.0364,30.4244,2.943,0.3615,0.2047,-55.7689,-20.8304,6.5899,12.026,306.025,U,Y,X,4V1ZELIUYT,VA83D,g
131.9202,41.8425,3.1034,0.2925,0.1901,-141.2206,99.1765,17.5636,77.7378,281.9732,W,Z,T,31XCZM9BDV,0EHPH,h
25.0197,12.4496,2.3789,0.6785,0.3747,-12.1758,-10.3255,-3.224,17.5291,174.9723,Q,W,W,54LMR82JLF,F1FOH,h
45.6988,11.545,2.5459,0.3807,0.2012,19.399,15.2565,-2.4373,40.9735,189.3365,U,T,U,K7ZIZ3FUPC,WZ8HM,h
27.3898,25.6871,2.9607,0.2868,0.1615,1.8302,-14.7219,11.1832,73.467,18.578,W,V,T,WJ0WX8Q90X,9F71J,g
53.4534,25.4135,3.0905,0.3574,0.2098,53.3382,38.388000000000005,20.1652,82.2188,225.1206,U,Q,T,SGMPMAJU1X,L4Q1Z,h
23.6634,12.2549,2.2945,0.6193,0.368,26.0595,12.6462,7.0634,5.9657,114.657,R,S,Y,U086P9B6V1,G48AM,g
36.2124,9.5335,2.3838,0.3884,0.1963,-22.2515,-24.4503,-5.3397,27.4653,53.5635,U,X,V,MH04UE6JE7,KHT52,g
43.9609,9.5423,2.6848,0.4339,0.2965,14.7033,34.1128,-4.0381,14.238,173.518,T,T,W,YLHOA258KQ,3S8NW,g
37.5469,11.4984,2.3046,0.5332,0.3233,15.5362,19.1568,-8.7005,18.6822,159.2978,S,T,W,OF16E2BWFM,824CR,h
32.6893,16.7666,2.4166,0.4406,0.228,31.2234,30.4854,7.1258,0.562,218.408,T,R,Z,8LWILFOXZC,7ZLT3,g
17.5266,10.7937,2.2068,0.6087,0.3447,2.0403,-7.3702,-6.718,14.9484,135.567,R,V,W,4ZXT6NWWDE,F2VO1,g
24.3452,12.5112,2.7384,0.4621,0.2475,14.5519,-9.2568,9.0784,13.451,119.617,T,T,W,XYPU09ATVY,EBLOE,h
28.5834,17.8928,2.6075,0.3852,0.1938,-31.8852,20.8792,12.0862,5.0486,71.4573,U,Y,Y,CEL2FYXNKF,VF463,g
12.8944,11.3551,2.0917,0.7368,0.4089,14.9833,-7.2857,-10.761,58.035,89.5326,Q,T,U,987N8YULP2,CELQP,g
67.4221,23.1555,2.8748,0.2895,0.1754,-80.7482,-44.557,18.4183,20.9816,258.577,W,Z,W,RW6NM0WZO9,M3RBU,h
15.9546,11.5566,2.4133,0.6178,0.3764,-3.0638,5.5481,-7.4926,11.325,181.517,R,W,X,89VRA19G62,C0CKG,h
18.9008,12.5431,2.3865,0.5667,0.2854,3.1288,-12.9466,6.4463,53.2854,100.924,R,V,U,5SEKDDCMYS,EX4NH,h
95.1716,37.189,3.5912,0.1858,0.0986,-2.7624,61.47,12.6339,5.1993,358.999,Y,V,Y,521GJ2XPRD,B0DD9,g
31.2072,27.5033,3.0883,0.2521,0.1563,29.2356,17.3943,13.7615,5.8754,188.7,X,R,Y,QZNMJM4WZV,VVQJO,g
77.1222,58.09,3.8926,0.0909,0.0485,26.603,66.6336,41.8216,63.601000000000006,118.431,Z,S,T,W5EFNG8CKP,IRTGD,h
184.585,124.715,3.7929,0.1104,0.0637,326.401,-181.21,-164.14,87.365,210.34,Z,Q,T,1028ZT20J4,VNKKY,h
18.7164,9.7296,2.3505,0.6897,0.4191,-7.164,2.0698,-7.3787,44.4721,177.7257,Q,W,U,T2M2FLNXD4,FX4CM,h
29.3066,17.4959,2.499,0.3772,0.1949,-33.6922,10.1453,15.6886,5.041,163.644,U,Y,Y,0P1KXDREEZ,N54MB,g
65.0647,15.0564,2.8932,0.3325,0.1861,31.3241,72.9835,-11.5218,8.5788,219.098,V,R,X,FCEH2LUSCR,BB2FW,g
49.1296,11.5361,2.4487,0.4342,0.2509,9.7204,37.6792,7.0998,7.8731,219.853,T,U,X,C44OG6WCY5,GEG5F,g
31.8136,16.5183,2.5871,0.3777,0.2005,37.2439,28.8227,-16.5213,11.6029,194.507,U,R,X,1UX3YGYRG1,7PYET,g
18.4797,9.5053,2.4265,0.6742,0.4476,18.2082,14.6962,-4.3474,35.1643,240.942,Q,T,V,SCAAXO7WP1,EPIPP,h
32.0071,9.5178,2.7774,0.5876,0.2997,21.2107,24.9007,8.8641,6.1299,207.815,R,S,Y,A2ISEU423Y,49A10,h
55.8381,15.9545,2.9472,0.2191,0.1237,-16.0614,22.5488,-4.5357,6.1374,228.722,X,X,Y,GGEVUUC92U,JJCSP,g
67.5051,23.1203,3.2704,0.1722,0.0968,-70.9662,-33.1323,14.2615,4.18,270.557,Y,Z,Y,ZUBRXZQPJI,JIAMW,g
88.0016,41.5354,3.5597,0.1177,0.0602,83.6852,85.6667,-26.5495,26.8401,179.895,Z,Q,V,CAEA07K1OT,URYZL,g
24.4699,7.3634,2.5398,0.5976,0.3004,-7.7745,16.0123,13.1589,42.8535,122.2887,R,W,U,VDJRBMWX50,5EWAW,h
85.6557,15.0364,2.5599,0.3003,0.1529,117.238,-60.19,8.7001,16.789,207.381,W,Q,W,I97JHDT01O,7CNML,g
17.0645,11.2136,2.238,0.5665,0.3266,1.3301,-6.1239,-5.892,16.962,163.767,R,V,W,OYAI8ZHPQ7,BKBOB,g
74.9217,24.4466,3.3037,0.1744,0.0981,22.8737,61.4777,-15.5874,2.594,204.329,Y,S,Z,4LUGVAQ4JV,SD3CY,g
18.3932,10.508,2.1903,0.5613,0.2871,-1.2559,7.3274,5.0307,49.511,117.413,R,V,U,6437C28KDL,U1B3G,g
22.1272,12.1793,2.6435,0.5091,0.258,-13.5068,-9.1786,5.5149,1.577,144.539,S,W,Z,2ACKT1RFYF,JN24K,g
73.8427,25.4572,3.1664,0.244,0.1483,-47.1506,37.7488,-28.3885,9.4318,279.028,X,Y,X,XI8KTGAAD9,HVY9H,g
142.8704,42.1124,4.2558,0.0555,0.0461,-87.3912,-154.899,31.9466,31.1968,169.7139,Z,Z,V,36WGUFRYVL,8F5Q9,h
58.2002,10.9563,2.5882,0.3535,0.1711,-45.0252,23.6823,10.3233,9.0707,182.448,V,Y,X,CEPCLER2YM,L7MLY,h
224.8501,36.3312,3.4115,0.1797,0.1242,-210.0519,-156.305,-26.8127,84.8603,224.5933,Y,Z,T,5QW7J7E29C,EMP8L,h
21.1623,6.6888,2.3065,0.6017,0.4202,-6.0926,12.5225,12.5546,47.5781,218.6872,R,W,U,GL07AZ6TZE,AXJH3,h
20.7277,7.2135,2.1255,0.6891,0.3633,0.4429999999999999,-5.843,5.9727,89.538,159.55100000000002,Q,V,T,BFXCDJU30V,HKIQV,h
21.8255,10.5479,2.2430000000000003,0.56,0.2829,-4.206,16.9324,6.8728,24.6014,152.233,R,W,V,2Z76DA3N5H,QL1E5,h
55.0356,42.0449,3.135,0.2191,0.1294,50.7766,35.14,-10.731,72.5768,127.54,X,Q,T,EMH9L8G14T,60WFU,h
32.7059,17.1981,2.5804,0.4074,0.2142,46.6935,13.1053,15.3472,40.3711,99.7447,U,R,V,WJZ8BIGADV,IDROT,g
25.6128,15.0288,2.5289,0.5089,0.324,-20.2848,-16.7627,-5.7584,1.0356,99.6031,S,X,Z,ZWENJGGDUA,Z8Y7M,g
134.34799999999998,25.6256,2.9593,0.2834,0.1719,118.249,117.567,-14.8898,34.3216,272.553,W,Q,V,U4CHPBC7BZ,78PZ9,h
42.4521,14.0844,2.2565,0.6925,0.3629,49.2506,19.0035,-12.5983,48.416,368.443,Q,Q,U,R48OYOFUX3,J393Y,g
182.604,71.6365,3.3761,0.2411,0.1197,-263.166,-138.6423,-70.1266,34.0059,214.6293,X,Z,V,X5OWN75P4J,58PVC,h
89.4255,24.5279,2.7154,0.4404,0.2439,-116.6711,-27.0365,19.7928,5.2541,9.1574,T,Z,Y,J5SN46DMAY,FS6VJ,h
26.5096,12.8159,2.6058,0.4535,0.2367,26.4977,18.8052,6.2608,7.58,250.721,T,S,X,KS6S9YZPI6,2YGR1,g
50.2103,18.7904,3.0599,0.2352,0.1267,21.1888,37.3658,-9.2378,10.563,266.606,X,S,X,L0WSSGE4HD,IUPEO,g
21.0617,12.0636,2.4601,0.5026,0.2686,28.4155,-8.6851,-7.3859,22.8621,106.71,S,S,W,O19S8GBW5C,GPGQ7,g
24.7319,11.598,2.5575,0.446,0.2535,10.9503,-5.9315,-6.2544,12.2473,194.993,T,U,X,V2MPN12UIY,LGFA3,g
16.024,11.4506,2.4472,0.625,0.3946,2.4509,-4.8154,7.9019,19.4794,114.037,R,V,W,HS9GS18EX4,F830I,g
29.4396,20.4049,2.7712,0.3793,0.2108,1.5983,24.6059,-11.0959,2.898,263.367,U,V,Y,7O8JDBW0U3,3IJJZ,h
20.3187,17.7844,2.525,0.4299,0.2373,4.5947,3.884,5.5003,48.0374,48.0278,T,U,U,98EEXH6NWI,DQCYF,g
24.5566,9.6981,2.3971,0.5491,0.3226,12.9348,-13.8015,5.6128,15.6504,221.256,R,T,W,LIGRGS8U4V,ZOVV8,g
20.0986,12.8671,2.4057,0.4558,0.2417,11.5039,9.7434,7.875,21.675,212.098,T,U,W,E0VQID6C0I,RYTQ2,g
20.0912,7.8174,2.2924,0.8413,0.5316,22.1617,-6.3538,16.1088,73.6545,224.8616,Q,S,T,AOXE4S9ADG,GG1MN,h
48.2398,7.2881,2.8264,0.3244,0.1653,74.2398,21.2112,15.5844,69.1637,140.5233,V,Q,T,0LLBWOLQTS,HSKO1,h
34.8842,16.964000000000002,2.7701,0.3192,0.1604,-34.9758,-22.6911,11.5767,15.9453,122.241,V,Y,W,MV8HE9B6MW,MVLQM,g
23.5274,12.8155,2.4166,0.3985,0.205,-8.4813,-7.0768,5.4056,43.914,104.919,U,W,U,2ZPM7KMC3V,9JJU6,g
31.7945,12.0796,2.356,0.3656,0.1828,27.6032,16.5782,-11.1314,5.629,102.622,U,S,Y,80489Y61SR,86XHC,g
24.0108,17.2422,2.4669,0.4369,0.244,14.2428,19.4721,17.2936,67.1405,142.836,T,T,T,V253W8S0WI,D7N13,h
35.6138,7.0964,2.3355,0.485,0.2748,22.5582,18.0866,-4.3745,13.759,171.148,S,S,W,6GQ4F8QGIM,OIV1L,g
76.1863,23.8936,3.0936,0.2435,0.1528,-50.5521,42.9686,19.0822,2.099,310.868,X,Y,Z,NQUBVNFEDM,3R3ZM,g
17.2445,7.4261,2.224,0.8,0.5582,-1.334,-3.5163,-4.7237,25.805,145.839,Q,V,V,W5U6BCMJY9,P69SE,g
124.473,51.5603,3.1391,0.2301,0.1216,70.8556,142.08100000000002,24.6965,17.189,151.096,X,Q,W,IR2N3070XP,APL4M,h
22.3607,12.3815,2.3253,0.5154,0.2719,-1.331,9.8102,5.5702,23.99,186.33,S,V,V,76ZLJFOHXE,MBSBI,g
30.8893,14.9392,2.6064,0.4134,0.2463,2.6081,-19.2083,13.5236,20.316,160.58,T,V,W,XRPI35YFK2,289B4,g
48.4137,17.6279,3.0533,0.2574,0.1305,-52.0346,-29.4894,14.7127,0.3636,217.651,X,Y,Z,FOEKYV6XIN,WUHPZ,g
58.9042,25.5496,3.1488,0.2641,0.1608,-43.8206,31.3971,-19.5009,2.3595,286.875,W,Y,Z,7K5039NU4S,6A7MV,g
85.1522,19.7708,2.4586,0.4522,0.2348,-25.9742,-69.7393,-16.910999999999998,3.625,373.09,T,X,Y,81HWFME9B2,P82RL,g
12.796,11.537,2.1569,0.7247,0.3937,-15.3095,7.8431,10.7133,76.5332,122.756,Q,X,T,6J1PJPUQHG,BRQK9,g
37.4849,15.9605,2.7408,0.347,0.2062,30.4798,23.5295,-14.058,36.3065,198.109,V,R,V,UNBTE4NPER,WLG8W,g
12.8436,9.5118,2.3355,0.8176,0.5889,10.669,9.429,-8.5526,54.42100000000001,165.433,Q,U,U,J2HR0JD9BB,CKWYX,h
161.2946,58.6567,3.6,0.0956,0.0371,68.0089,179.7483,-51.5118,48.6437,121.3655,Z,Q,U,KXVLO96L58,N4W20,h
36.6165,16.1347,2.6794,0.3243,0.1831,-10.6523,-22.1609,16.3783,0.727,259.23,V,W,Z,3K3WQD9Y76,8YSXZ,g
47.3112,16.0674,2.7835,0.2568,0.1292,-46.1403,-34.8554,-10.9342,0.069,163.858,X,Y,Z,IYUNWFZZ58,QI70U,g
56.2418,16.5703,2.8943,0.2092,0.1103,71.8585,39.648,10.7621,1.574,250.91,Y,Q,Z,1IL84LDCDE,YWAPJ,g
43.2374,13.1353,2.6994,0.3576,0.1988,-3.7308,-23.5674,8.2795,7.006,258.524,U,W,X,0QX60R86L5,R1B1A,g
23.4322,11.943,2.5276,0.4837,0.2745,11.361,11.5442,4.7633,35.1784,185.019,S,U,V,ME1G8SDX38,KV878,g
25.6509,7.4142,2.3909,0.6667,0.3923,-11.6444,8.4259,5.066,15.7881,144.276,Q,W,W,WPFJRWTTM6,VZ4YM,g
73.7126,31.0426,3.7042,0.1951,0.1062,44.1389,71.1547,17.3918,2.3374,277.643,Y,R,Z,WKZTJXN3CH,D6F0Y,g
12.9987,10.7215,2.1351,0.7546,0.4872,13.3091,-4.4109,-7.2198,32.861,251.47,Q,T,V,1N9JWH22ER,8258P,g
111.3448,22.4878,2.9761,0.3863,0.2071,-109.1883,-81.0276,7.2081,18.4264,290.5854,U,Z,W,U7ABDKG5UE,C4SH4,h
30.2838,7.9487,2.281,0.5183,0.2592,37.9863,15.1299,-5.5920000000000005,9.0681,155.164,S,R,X,ULCNPIWRL4,2CM5B,g
27.8979,17.8973,2.6753,0.3907,0.2629,26.3737,20.756,-15.5179,31.2675,161.149,U,S,V,2AA8HIRW0P,6MG67,g
125.701,20.8562,2.8179,0.397,0.2,50.0152,147.477,-4.7045,7.3945,248.808,U,Q,X,R7QDVWHOEV,J6GB9,h
55.6462,19.9946,2.9423,0.2616,0.1468,-68.1742,44.1481,-17.81,15.151,274.29200000000003,W,Y,W,LT8QN1FHOT,OFT58,g
30.6982,16.7852,2.829,0.3291,0.1964,8.8165,19.0026,9.4149,22.856,157.278,V,U,W,UN4E177H75,UPEFH,g
34.9831,18.2753,2.8597,0.3665,0.2505,-3.7816,-21.9137,-4.1388,18.6765,224.6191,U,W,W,0XA89MBPAL,EFEHY,h
24.0622,16.89,2.705,0.3925,0.2554,-9.7228,-15.0203,9.47,8.065,158.02,U,W,X,8IR0MU8WYQ,SXC4M,g
83.1677,17.8399,2.6933,0.4579999999999999,0.2948,-91.6834,-47.4253,-19.4429,6.489,309.142,T,Z,Y,H05O7264BM,HSG7E,g
18.6126,11.977,2.3917,0.6183,0.3171,-16.4089,25.9387,-17.2488,12.3708,42.6167,R,X,X,O4MN92PS3H,5LL5V,h
21.942,9.5767,2.2041,0.6,0.3344,2.0375,-14.4329,9.6854,21.49,108.234,R,V,W,853G7HUK6S,1SUVJ,g
